.GAM,41 090 ,41 090 
.GAME,2 280 ,2 280 
.GARDE,2 940 ,2 940 
.GB.NE,1 330 ,1 330 
.GD,1 170 ,1 170 
.GEN.I,820 ,870 
.GEORGIA.S,180 ,180 
.GIF,1 950 ,1 950 
.GIFT,3 020 ,3 020 
.GIVE,3 020 ,3 020 
.G,5 623 ,9 319 
.GLAS,4 820 ,4 820 
.GLOBA,6 900 ,6 900 
.GMB,3 130 ,3 130 
.GOL,9 400 ,9 400 
.GOL,4 820 ,4 820 
.G,3 854 ,6 318 
.GR.CO,2 640 ,2 010 
.GRAPHIC,2 070 ,2 070 
.GRATI,2 070 ,2 070 
.GREE,6 900 ,6 900 
.GRIP,3 020 ,3 020 
.GROU,2 390 ,2 390 
.GROZNY.R,431 ,431 
.GROZNY.S,431 ,431 
.GUID,3 020 ,3 020 
.GUITAR,14 030 ,14 030 
.GUR,3 480 ,3 480 
.HAU,3 020 ,3 020 
.HEALT,6 900 ,6 900 
.HEALTHCAR,4 820 ,4 820 
.HEL,2 810 ,2 810 
.HIPHO,14 030 ,14 030 
.H,6 200 ,6 200 
.HOCKE,4 820 ,4 820 
.HOLDING,4 820 ,4 820 
.HOLIDA,4 820 ,4 820 
.HORS,2 940 ,2 940 
.HOSPITA,4 820 ,4 820 
.HOS,130 ,8 450 
.HOSTIN,41 090 ,41 090 
.HOUS,3 020 ,3 020 
.HO,2 810 ,2 810 
.HU.CO,5 980 ,6 180 
.IC,740 ,740 
.I,4 130 ,6 600 
.IMM,3 020 ,3 020 
.IMMOBILIE,3 020 ,3 020 
.I,980 ,1 010 
.IN.NE,1 000 ,1 000 
.IND.B,1 320 ,1 320 
.IND.I,820 ,870 
.INDUSTRIE,3 020 ,3 020 
.INF,2 340 ,2 380 
.INFO.E,4 590 ,4 590 
.IN,2 880 ,2 880 
.INSTITUT,2 070 ,2 070 
.INSUR,4 820 ,4 820 
.INTERNATIONA,2 070 ,2 070 
.INVESTMENT,8 950 ,8 950 
.I,5 310 ,5 310 
.IRIS,1 480 ,1 480 
.I,3 430 ,5 190 
.IVANOVO.S,431 ,431 
.JETZ,2 180 ,2 180 
.JEWELR,4 820 ,4 820 
.JOB,13 200 ,13 200 
.JOBUR,2 280 ,2 280 
.J,10 820 ,13 640 
.JPN.CO,5 810 ,6 010 
.JUEGO,41 090 ,41 090 
.JUR.PR,17 150 ,17 150 
.KALMYKIA.R,431 ,431 
.KALMYKIA.S,431 ,431 
.KALUGA.S,431 ,431 
.KARELIA.S,431 ,431 
.KAUFE,3 020 ,3 020 
.KHAKASSIA.S,431 ,431 
.K,110 431 ,183 999 
.KI,2 020 ,2 020 
.KITCHE,4 820 ,4 820 
.KIW,3 440 ,3 440 
.KRASNODAR.S,180 ,180 
.KURGAN.S,431 ,431 
.K,1 930 ,2 020 
.L,3 370 ,3 370 
.LAN,3 020 ,3 020 
.LA,2 810 ,2 810 
.LAW.PR,17 150 ,17 150 
.LAWYE,5 030 ,5 030 
.L,7 600 ,7 600 
.LEAS,4 820 ,4 820 
.LEGA,4 820 ,4 820 
.LENUG.S,431 ,431 
.LGB,4 660 ,4 660 
.L,3 600 ,5 010 
.LIF,3 020 ,3 020 
.LIGHTIN,2 070 ,2 070 
.LIMITE,3 020 ,3 020 
.LIM,4 820 ,4 820 
.LIN,1 120 ,1 120 
.LIV,2 710 ,2 710 
.LOA,2 900 ,2 900 
.LOAN,8 950 ,8 950 
.LO,2 810 ,2 810 
.LONDO,4 500 ,4 500 
.LOTT,178 200 ,178 200 
.LOV,2 940 ,2 940 
.LT,2 410 ,2 410 
.LTD,3 870 ,3 870 
.LUXUR,54 290 ,54 290 
.L,2 900 ,4 480 
.L,29 207 ,48 567 
.MAISO,4 820 ,4 820 
.MANAGEMEN,2 070 ,2 070 
.MARINE.R,431 ,431 
.MARKE,2 920 ,2 920 
.MARKETIN,3 020 ,3 020 
.MARKET,5 450 ,5 450 
.MB,3 020 ,3 020 
.M,3 130 ,3 180 
.ME.U,820 ,820 
.MED.E,4 590 ,4 590 
.MED.PR,17 150 ,17 150 
.MEDI,3 020 ,3 020 
.MEMORIA,4 820 ,4 820 
.ME,2 940 ,2 940 
.MEN,3 540 ,3 540 
.MIAM,1 820 ,1 820 
.M,4 860 ,4 860 
.MOB,2 640 ,2 680 
.MOD,3 020 ,3 020 
.MO,2 302 ,2 631 
.MO,3 540 ,3 540 
.MONE,3 020 ,3 020 
.MORDOVIA.R,431 ,431 
.MORDOVIA.S,431 ,431 
.MORTGAG,4 120 ,4 120 
.MOSCO,390 ,700 
.M,5 890 ,9 240 
.MSK.R,180 ,180 
.MSK.S,180 ,180 
.MURMANSK.S,180 ,180 
.MUS.B,1 320 ,1 320 
.M,4 880 ,5 870 
.M,10 991 ,13 367 
.MYTIS.R,431 ,431 
.NAGOY,1 230 ,1 230 
.NALCHIK.R,431 ,431 
.NALCHIK.S,431 ,431 
.NAM,1 060 ,1 060 
.NAV,2 860 ,2 860 
.NE,1 250 ,1 250 
.NET.B,1 320 ,1 320 
.NET.C,800 ,800 
.NET.C,1 380 ,1 380 
.NET.E,4 590 ,4 590 
.NET.I,820 ,870 
.NET.N,2 010 ,2 010 
.NET.R,180 ,180 
.NET.S,9 890 ,9 890 
.NETWOR,2 070 ,2 070 
.NEW,2 540 ,2 540 
.NG,3 950 ,3 950 
.NINJ,2 280 ,2 280 
.N,1 170 ,1 210 
.NO.CO,5 980 ,6 180 
.NOM.C,1 380 ,1 380 
.NORTH-KAZAKHSTAN.S,431 ,431 
.NOV.R,180 ,180 
.NOV.S,431 ,431 
.NY,2 940 ,2 940 
.N,1 380 ,1 380 
.OBNINSK.S,180 ,180 
.ON,960 ,960 
.ON,3 950 ,3 950 
.ONLIN,370 ,3 100 
.OO,2 940 ,2 940 
.OR,1 530 ,1 530 
.ORG.C,800 ,800 
.ORG.I,820 ,870 
.ORG.M,1 560 ,3 330 
.ORG.N,2 010 ,2 010 
.ORG.R,180 ,180 
.ORG.S,9 890 ,9 890 
.ORG.U,820 ,820 
.PARI,4 479 ,4 479 
.PARTNER,4 820 ,4 820 
.PART,3 020 ,3 020 
.PART,2 900 ,2 900 
.PENZA.S,431 ,431 
.PE,2 020 ,2 020 
.PHOT,2 940 ,2 940 
.PHOTOGRAPH,2 410 ,2 410 
.PHOTO,2 070 ,2 070 
.PHYSI,8 260 ,8 260 
.PIC,2 810 ,2 810 
.PICTURE,1 230 ,1 230 
.PIN,2 020 ,2 020 
.PIZZ,4 820 ,4 820 
.P,2 810 ,4 570 
.PLAC,3 020 ,3 020 
.PLUMBIN,4 820 ,4 820 
.PLU,3 020 ,3 020 
.POKE,5 980 ,5 980 
.POKROVSK.S,431 ,431 
.POR,10 040 ,10 040 
.PP.R,180 ,180 
.PRES,510 ,6 100 
.PR,2 600 ,2 640 
.PRO.B,1 320 ,1 320 
.PRO.E,4 590 ,4 590 
.PRODUCTION,3 020 ,3 020 
.PROM,2 020 ,2 020 
.PROPERTIE,3 020 ,3 020 
.PROPERT,14 030 ,14 030 
.PROTECTIO,270 770 ,270 770 
.P,11 700 ,15 480 
.PU,3 020 ,3 020 
.P,130 ,1 900 
.PYATIGORSK.R,431 ,431 
.QC.CO,2 810 ,2 180 
.QUEBE,3 340 ,3 340 
.RACIN,2 900 ,2 900 
.RADIO.F,1 378 ,1 135 
.REALT,48 040 ,48 220 
.RECHT.PR,17 150 ,17 150 
.RECIPE,4 820 ,4 820 
.RE,2 020 ,2 020 
.REHA,3 020 ,3 020 
.REISE,2 070 ,2 070 
.REN,6 180 ,6 180 
.RENTAL,3 020 ,3 020 
.REPAI,3 020 ,3 020 
.REPOR,2 070 ,2 070 
.REPUBLICA,2 860 ,2 860 
.RES,3 540 ,3 540 
.RESTAURAN,4 820 ,4 820 
.REVIE,2 740 ,2 740 
.REVIEW,2 280 ,2 280 
.RI,1 970 ,1 970 
.R,8 530 ,13 460 
.ROCK,1 630 ,1 630 
.RODE,3 010 ,3 010 
.R,179 ,289 
.RU.CO,5 980 ,6 180 
.RU.NE,180 ,180 
.RU,2 070 ,2 070 
.SA.CO,5 810 ,6 010 
.SAL,3 020 ,3 020 
.SALO,4 820 ,4 820 
.SAR,3 020 ,3 020 
.S,10 230 ,10 230 
.SCHOO,3 020 ,3 020 
.SCHUL,2 070 ,2 070 
.SCIENC,2 900 ,2 900 
.SE.CO,5 980 ,6 180 
.SE.NE,5 980 ,6 180 
.SECURIT,270 770 ,270 770 
.SERVICE,3 020 ,3 020 
.SE,10 040 ,10 040 
.SEX,5 350 ,5 350 
.SHIKSH,2 020 ,2 020 
.SHOE,4 820 ,4 820 
.SHO,2 860 ,2 860 
.SHOPPIN,3 020 ,3 020 
.SHO,3 020 ,3 020 
.S,3 870 ,6 160 
.SINGLE,3 020 ,3 020 
.SIT,230 ,3 010 
.SK,4 920 ,4 920 
.S,11 790 ,18 120 
.SOCCE,2 070 ,2 070 
.SOCHI.S,180 ,180 
.SOCIA,3 020 ,3 020 
.SOFTWAR,3 020 ,3 020 
.SOLA,4 820 ,4 820 
.SOLUTION,2 410 ,2 410 
.SO,2 690 ,2 690 
.SPAC,130 ,1 900 
.SPB.R,180 ,180 
.SPB.S,180 ,180 
.SR,3 720 ,3 720 
.S,4 040 ,6 330 
.STOR,770 ,5 070 
.STREA,2 810 ,2 810 
.STUDI,2 710 ,2 710 
.STUD,2 810 ,2 810 
.STYL,2 860 ,2 860 
.S,280 ,280 
.SUPPLIE,2 070 ,2 070 
.SUPPL,2 070 ,2 070 
.SUPPOR,2 070 ,2 070 
.SUR,2 940 ,2 940 
.SURGER,4 820 ,4 820 
.S,3 170 ,3 170 
.SYSTEM,2 410 ,2 410 
.TATA,690 ,880 
.TATTO,4 330 ,4 330 
.TA,4 820 ,4 820 
.TAX,4 820 ,4 820 
.TEA,3 020 ,3 020 
.TEC,640 ,4 420 
.TECHNOLOG,2 070 ,2 070 
.TE,1 380 ,1 380 
.TENNI,4 820 ,4 820 
.THEATE,4 820 ,4 820 
.THEATR,68 750 ,68 750 
.TIEND,4 820 ,4 820 
.TIP,2 410 ,2 410 
.TIRE,9 130 ,9 130 
.T,2 455 ,4 039 
.TODA,2 410 ,2 410 
.TOGLIATTI.S,431 ,431 
.TOKY,1 230 ,1 230 
.TOOL,3 130 ,3 130 
.TO,1 020 ,1 020 
.TOUR,4 820 ,4 820 
.TOW,3 020 ,3 020 
.TOY,4 820 ,4 820 
.TRAD,2 900 ,2 900 
.TRADIN,6 610 ,6 610 
.TRAININ,3 020 ,3 020 
.TRAVE,10 550 ,10 550 
.TROITSK.S,431 ,431 
.TUB,2 810 ,2 810 
.TULA.S,431 ,431 
.TUVA.S,431 ,431 
.T,3 440 ,3 440 
.T,2 543 ,3 775 
.UK.CO,3 280 ,3 280 
.UK.NE,5 980 ,6 180 
.UNIVERSIT,4 820 ,4 820 
.UN,2 600 ,2 600 
.U,860 ,860 
.US.CO,2 010 ,2 010 
.VACATION,3 020 ,3 020 
.V,3 420 ,3 420 
.VEGA,5 570 ,5 570 
.VENTURE,4 820 ,4 820 
.VE,3 020 ,3 020 
.V,4 215 ,7 031 
.VIAJE,4 820 ,4 820 
.VIDE,2 710 ,2 710 
.VILLA,4 820 ,4 820 
.VI,4 820 ,4 820 
.VI,1 760 ,1 760 
.VISIO,3 020 ,3 020 
.VLADIKAVKAZ.R,431 ,431 
.VLADIKAVKAZ.S,431 ,431 
.VLADIMIR.R,180 ,180 
.VLADIMIR.S,431 ,431 
.VODK,2 940 ,2 940 
.VOLOGDA.S,431 ,431 
.VOT,6 760 ,6 760 
.VOT,6 760 ,6 760 
.VOYAG,4 820 ,4 820 
.WALE,1 760 ,1 760 
.WAN,1 120 ,1 120 
.WATC,3 020 ,3 020 
.WEBCA,2 900 ,2 900 
.WEBSIT,130 ,1 950 
.WEDDIN,2 940 ,2 940 
.WIK,2 800 ,2 800 
.WIKI.B,1 320 ,1 320 
.WI,2 900 ,2 900 
.WIN,4 820 ,4 820 
.WOR,1 070 ,1 070 
.WORK,3 130 ,3 130 
.WORL,3 020 ,3 020 
.W,2 800 ,2 800 
.WT,3 020 ,3 020 
.XX,9 880 ,9 880 
.XY,1 330 ,1 390 
.YOG,2 810 ,2 810 
.ZA.CO,4 330 ,4 330 ,
